id,nome,sobrenome,email,ip_acesso,bandeira_cartao,data_compra,produto,valor,latitude,longitude
412,Rosanna,Pitkin,rpitkinbf@wikispaces.com,202.10.96.32,jcb,2020-04-27,908645335-X,41.97,22.588115,-83.2425711
413,Jarret,Baxill,jbaxillbg@cbc.ca,79.183.21.93,switch,2020-01-27,909693675-2,60.90,-6.3385652,106.9447146
414,Mendy,Pic,mpicbh@vistaprint.com,0.14.255.76,diners-club-carte-blanche,2020-02-01,485410007-9,99.32,16.0768029,120.4222511
415,Glyn,Brickner,gbricknerbi@163.com,45.55.1.193,americanexpress,2020-03-06,213544911-3,99.51,-7.3145841,112.7576691
416,Nicol,Stiven,nstivenbj@github.io,228.1.27.187,switch,2020-05-23,496233223-6,84.28,-3.0029841,115.9467997
417,Darb,Kamall,dkamallbk@slate.com,183.177.205.80,switch,2020-05-29,797435700-2,88.22,53.0903178,8.9354031
418,Dexter,Josefovic,djosefovicbl@printfriendly.com,26.14.212.132,mastercard,2020-03-16,267373664-6,63.43,40.9158143,45.0782615
419,Delmar,MacWhan,dmacwhanbm@amazonaws.com,204.157.95.87,jcb,2020-01-03,099643228-0,29.97,7.7013471,-72.5441445
420,Selestina,Ervin,servinbn@pen.io,254.205.80.134,jcb,2020-02-10,540632867-0,26.19,-1.550129,103.449501
421,Stafford,Belham,sbelhambo@un.org,142.19.118.52,visa-electron,2020-02-23,899582038-1,7.33,31.928516,35.070954
422,Arvie,Marriner,amarrinerbp@engadget.com,52.80.238.9,jcb,2020-06-01,416748847-7,58.83,55.632969,37.4416961
423,Abba,Lindenbaum,alindenbaumbq@google.com.hk,99.92.231.88,jcb,2020-01-21,118489633-X,64.60,36.7010563,118.9112031
424,Fawne,Tellett,ftellettbr@studiopress.com,75.87.229.57,maestro,2020-10-04,714698157-6,87.10,34.8838824,136.870408
425,Dynah,Strafford,dstraffordbs@multiply.com,164.215.162.139,diners-club-enroute,2020-02-17,463278932-1,81.21,49.7370109,17.427878
426,Virgil,Griffen,vgriffenbt@naver.com,26.56.50.171,mastercard,2020-04-09,912712374-X,56.87,29.028066,106.651361
427,Ilyse,McCrone,imccronebu@wordpress.com,13.213.12.221,jcb,2020-03-31,827972682-9,13.55,66.4924399,25.755466
428,Ambrosio,Kubacki,akubackibv@auda.org.au,206.186.24.212,jcb,2020-05-09,370871885-2,28.36,42.0256691,19.547883
429,Simona,Bracchi,sbracchibw@huffingtonpost.com,210.240.218.92,diners-club-us-ca,2020-12-10,865624493-0,16.07,38.46613,68.80533
430,Florentia,Toyne,ftoynebx@pcworld.com,150.146.146.93,jcb,2020-09-15,147296301-6,29.13,55.317303,21.017718
431,Perry,Dionis,pdionisby@omniture.com,113.21.0.78,switch,2020-12-06,440255887-5,92.01,44.24984,21.2008216
432,Zechariah,Plampin,zplampinbz@canalblog.com,140.182.109.38,jcb,2020-07-11,973824183-9,88.11,36.457599,111.439528
433,Eugenius,Lyburn,elyburnc0@mysql.com,165.145.86.239,jcb,2020-11-18,253850886-X,41.06,-7.0655466,-35.3246769
434,Silvana,Masse,smassec1@yelp.com,47.72.108.141,solo,2020-05-11,471482462-7,50.82,-8.8341,120.9593
435,Drusilla,Jewson,djewsonc2@army.mil,21.192.161.162,bankcard,2020-02-14,199707315-3,59.53,-8.7377882,122.2171695
436,Nissie,Gurr,ngurrc3@privacy.gov.au,136.142.128.32,laser,2020-06-24,371869698-3,82.91,-15.576624,-72.1293262
437,Kenon,Hoodless,khoodlessc4@seattletimes.com,162.90.161.90,mastercard,2020-07-04,753474999-9,97.26,36.0978298,-80.2438321
438,Adrianne,Elias,aeliasc5@elegantthemes.com,250.179.105.163,visa-electron,2020-03-22,190630326-6,33.97,36.2074633,140.2895414
439,Danyelle,Shurville,dshurvillec6@desdev.cn,162.71.227.20,instapayment,2020-12-30,544119613-0,34.80,54.10269,-6.64937
440,Dannel,Dauncey,ddaunceyc7@ovh.net,103.3.169.215,diners-club-enroute,2020-12-03,752949163-6,34.68,13.9740494,-86.5425921
441,Dino,Guilder,dguilderc8@dailymail.co.uk,140.26.214.157,laser,2020-02-11,831057112-7,82.52,51.79909,124.537673
442,Thom,Dufaur,tdufaurc9@admin.ch,132.153.17.103,bankcard,2020-11-22,722186252-4,23.59,53.8035238,86.8634095
443,Marlie,Larner,mlarnerca@senate.gov,205.234.166.31,visa,2020-03-12,417223356-2,82.19,48.1292028,38.563128
444,Hugues,Brumbye,hbrumbyecb@dailymotion.com,0.59.107.133,jcb,2020-02-07,352656879-0,72.74,62.679165,131.152863
445,Cammi,Akker,cakkercc@youku.com,205.130.196.175,visa-electron,2020-02-16,286974170-7,62.67,38.8665109,115.4841713
446,Nerissa,Gwyer,ngwyercd@gravatar.com,235.10.227.15,laser,2020-11-10,446540338-0,39.04,-22.8997858,-49.6258261
447,Gayelord,Gotcliffe,ggotcliffece@amazon.com,51.146.27.168,maestro,2020-03-14,006801934-3,26.32,59.3092322,18.0807273
448,Sergio,Cardiff,scardiffcf@amazonaws.com,213.64.48.140,jcb,2020-04-21,413927463-8,21.00,22.974898,113.993115
449,Brooks,Haskins,bhaskinscg@wordpress.org,241.152.207.77,jcb,2020-03-07,596227411-3,5.84,-7.1944718,107.8894886
450,Ginnifer,Pithie,gpithiech@home.pl,54.4.3.171,diners-club-enroute,2020-01-25,519077914-9,12.26,9.8563254,-66.3735841
451,Raddy,Rippingale,rrippingaleci@yale.edu,62.77.13.45,bankcard,2020-09-12,362730280-X,46.97,53.1001509,34.0612529
452,Tudor,Mc Gaughey,tmcgaugheycj@tuttocitta.it,29.34.201.33,jcb,2020-10-01,668527783-1,30.72,13.514118,144.835735
453,Bard,Willder,bwillderck@cbc.ca,23.146.59.53,diners-club-enroute,2020-03-23,441595681-5,70.43,36.070149,101.931253
454,Ransell,Clawsley,rclawsleycl@unblog.fr,240.203.236.221,diners-club-carte-blanche,2020-12-12,659497761-X,53.13,41.2801192,-8.5508085
455,Jens,Symmons,jsymmonscm@slideshare.net,39.11.206.235,jcb,2020-08-06,794421628-1,5.92,51.598282,-0.198414
456,Ursola,Hurtic,uhurticcn@webs.com,171.105.67.44,mastercard,2020-01-05,996506383-4,86.94,36.628305,101.765843
457,Chloe,Antoszewski,cantoszewskico@guardian.co.uk,162.250.207.245,diners-club-us-ca,2020-06-20,254050759-X,46.65,1.7533329,110.3164529
458,Ninon,Levane,nlevanecp@purevolume.com,177.224.6.109,china-unionpay,2020-10-04,643683140-1,47.95,-17.4086322,32.2256803
459,Gideon,Feldklein,gfeldkleincq@delicious.com,148.17.153.224,jcb,2020-06-11,598875343-4,89.06,41.0923609,20.1563519
460,Maggy,Petroselli,mpetrosellicr@tinypic.com,197.93.55.174,jcb,2020-01-25,407866374-5,89.78,-9.4954726,125.0265256
461,Cart,Mawby,cmawbycs@soundcloud.com,5.216.32.90,jcb,2020-10-31,188126437-8,74.48,49.24993,-55.04816
462,Wood,Healey,whealeyct@ow.ly,62.112.224.201,mastercard,2020-02-07,571790504-1,95.75,46.71327,96.52588
463,Linus,Marritt,lmarrittcu@aol.com,18.43.217.182,mastercard,2020-06-17,307846728-7,34.22,6.7762942,100.0952764
464,Millie,Flaherty,mflahertycv@ebay.com,38.245.183.197,jcb,2020-09-09,843204893-3,56.93,-8.928324,-76.1116997
465,Claresta,Meneur,cmeneurcw@wiley.com,91.54.240.63,mastercard,2020-04-26,727011980-5,27.19,44.904219,78.2166516
466,Demeter,Sidry,dsidrycx@weather.com,162.129.229.28,switch,2020-05-08,635368924-1,44.73,49.9808189,21.726063
467,Rodd,Stansall,rstansallcy@dedecms.com,38.233.205.184,visa-electron,2020-06-09,453708016-7,53.92,-19.6971554,44.5431306
468,Elie,Aindriu,eaindriucz@geocities.jp,42.175.201.196,mastercard,2020-05-22,197281815-5,24.27,22.517585,113.39277
469,Joli,Saggers,jsaggersd0@skype.com,253.152.246.31,laser,2020-11-29,655786235-9,62.00,-22.2887261,-42.5340796
470,Querida,Klauer,qklauerd1@hp.com,127.235.198.85,diners-club-carte-blanche,2020-07-26,904721139-1,39.16,48.873935,38.1047909
471,Vivi,Bolderstone,vbolderstoned2@ebay.com,174.136.156.242,solo,2020-02-03,556813873-7,40.62,15.1689378,-7.2895663
472,Marcellus,Shimmings,mshimmingsd3@economist.com,27.234.41.58,americanexpress,2020-06-17,547721062-1,97.63,39.4721645,-8.5034561
473,Gerald,Beswell,gbeswelld4@ucla.edu,158.162.96.44,visa-electron,2020-02-01,391177501-6,37.26,19.5037694,-99.1324282
474,Clemmy,Simonsen,csimonsend5@comcast.net,71.72.16.153,americanexpress,2020-09-20,762560616-3,46.91,46.8118134,-0.5451553
475,Bartie,York,byorkd6@cargocollective.com,149.211.115.8,diners-club-enroute,2020-03-08,602890249-7,78.72,-9.6666989,124.3365882
476,Sharia,Upshall,supshalld7@51.la,166.207.224.47,instapayment,2020-02-25,303838277-9,90.46,-16.115743,-49.3247147
477,Neddie,Spellesy,nspellesyd8@1688.com,10.18.79.211,jcb,2020-08-04,855095403-9,93.33,7.9107391,98.3337983
478,Ripley,Jakoub,rjakoubd9@jigsy.com,248.145.99.201,mastercard,2020-07-19,106453427-9,81.36,55.830186,37.4457899
479,Cookie,Dobrovsky,cdobrovskyda@istockphoto.com,80.131.97.178,jcb,2020-11-03,954437676-3,38.40,-22.3463487,-48.7862736
480,Luisa,Bowgen,lbowgendb@slate.com,163.2.244.225,mastercard,2020-02-23,421929223-3,33.25,43.0429124,1.9038837
481,Mattie,Haldin,mhaldindc@surveymonkey.com,25.5.197.0,visa-electron,2020-04-23,319620106-6,79.54,38.4507739,140.3089223
482,Georgina,Chaney,gchaneydd@soup.io,158.9.157.59,diners-club-enroute,2020-06-28,380030741-3,43.92,48.0762327,-0.7609009
483,Kacie,Supple,ksupplede@walmart.com,228.136.88.51,switch,2020-05-22,365661287-0,25.72,15.9321146,120.3478316
484,Connie,Shakshaft,cshakshaftdf@php.net,23.40.126.53,jcb,2020-05-13,583184878-7,31.18,32.321458,34.853196
485,Martica,Theobold,mtheobolddg@hostgator.com,62.203.128.79,jcb,2020-12-28,174839538-6,70.13,39.105787,111.862117
486,Em,Gyse,egysedh@pinterest.com,91.52.180.10,mastercard,2020-02-28,478452380-4,21.56,45.1056617,16.675905
487,Angeli,Martinec,amartinecdi@thetimes.co.uk,15.161.30.17,bankcard,2020-12-29,715898504-0,77.49,47.837001,28.4339797
488,Moises,Van den Oord,mvandenoorddj@wired.com,205.27.197.138,jcb,2020-08-04,874298041-0,62.08,44.0086458,22.9355752
489,Nefen,Bushill,nbushilldk@cnet.com,101.80.119.211,jcb,2020-10-14,571591156-7,56.24,14.5550437,121.1248905
490,Allison,Docker,adockerdl@wisc.edu,144.42.69.230,jcb,2020-08-07,371839829-X,72.61,47.0168309,-68.1430168
491,Anette,Shyram,ashyramdm@europa.eu,17.202.217.81,mastercard,2020-04-15,225189853-0,39.71,-1.9735657,113.6799766
492,Claudina,Lathee,clatheedn@deviantart.com,84.0.214.140,jcb,2020-07-12,550003660-2,84.72,40.1367469,45.1876561
493,Thelma,Hurdidge,thurdidgedo@live.com,113.105.113.209,diners-club-enroute,2020-01-06,861105913-1,18.44,-29.2581646,-51.5289168
494,Eyde,Smees,esmeesdp@shareasale.com,160.181.37.143,jcb,2020-09-23,204479123-4,74.62,53.0155306,21.3375451
495,Hercule,Bonus,hbonusdq@elpais.com,196.89.72.249,americanexpress,2020-09-29,145898088-X,40.18,-6.7888012,111.466342
496,Amble,Kern,akerndr@seesaa.net,205.219.218.162,maestro,2020-08-15,380420080-X,65.12,33.2035282,131.6906274
497,Ferd,Chandler,fchandlerds@businesswire.com,55.165.136.93,jcb,2020-10-08,145371766-8,10.59,-16.9214298,49.5853012
498,Dru,Ferryman,dferrymandt@gravatar.com,231.111.203.114,diners-club-international,2020-10-10,222395276-3,18.26,59.8292954,16.5457017
499,Halli,Iacomini,hiacominidu@npr.org,65.146.247.12,jcb,2020-02-25,159978458-0,80.86,31.2367474,121.5221244
500,Doralynne,Isaaksohn,disaaksohndv@craigslist.org,140.187.0.171,diners-club-enroute,2020-05-09,969674185-5,69.11,-2.5101996,-45.1120424
501,Lucien,Cordero,lcorderodw@google.com.br,169.121.233.110,jcb,2020-05-19,226292322-1,23.82,45.0075322,19.8227166
502,Emlynn,Ghiroldi,eghiroldidx@mozilla.org,94.41.191.208,switch,2020-02-09,214003192-X,47.13,10.323959,-74.961495
503,Crysta,Bird,cbirddy@woothemes.com,107.107.124.205,maestro,2020-02-16,880268429-4,87.10,19.1168606,-70.6097821
504,Spike,Kendrick,skendrickdz@ucla.edu,218.122.176.131,instapayment,2020-08-27,087486322-8,41.83,29.471977,106.476211
505,Larissa,Foot,lfoote0@chicagotribune.com,196.73.50.74,switch,2020-07-03,458045817-6,69.96,44.8990915,110.1065717
506,Stephanie,Falco,sfalcoe1@mediafire.com,219.89.222.224,jcb,2020-11-13,996539793-7,19.72,4.4279197,-7.3570576
507,Patsy,Wapple,pwapplee2@macromedia.com,186.172.231.249,jcb,2020-10-12,454385077-7,22.64,48.1495982,24.2824443
508,Aldric,Paynter,apayntere3@histats.com,239.69.99.101,bankcard,2020-11-13,869898908-X,58.56,60.1444151,30.1938428
509,Hasheem,Buckland,hbucklande4@loc.gov,222.197.36.233,jcb,2020-02-15,056800383-7,64.41,-7.0510263,111.8330106
510,Mufinella,Vakhlov,mvakhlove5@hexun.com,190.81.155.242,bankcard,2020-01-27,469290224-8,22.07,48.25,118.2
511,Catlee,Petrello,cpetrelloe6@friendfeed.com,132.42.52.168,jcb,2020-09-21,538446705-3,91.13,49.8135834,19.6147046
512,Francisca,Berrisford,fberrisforde7@paginegialle.it,41.93.172.1,jcb,2020-07-12,985459695-8,36.24,12.5794519,3.8938528
513,Anne-corinne,Purse,apursee8@nifty.com,171.80.207.145,mastercard,2020-11-04,842687467-3,62.76,34.994502,118.3126338
514,Gnni,Boadby,gboadbye9@google.com.br,160.108.135.239,jcb,2020-09-18,884680538-0,81.74,41.150505,44.8399721
515,Winny,Rubanenko,wrubanenkoea@google.cn,43.189.63.246,mastercard,2020-04-25,352175169-4,68.87,33.437877,113.609286
516,Ranee,Wyss,rwysseb@moonfruit.com,92.85.241.100,instapayment,2020-02-24,136174728-5,37.35,45.7784442,-71.9229466
517,Hubey,Grier,hgrierec@narod.ru,121.60.190.177,jcb,2020-09-18,701033943-0,95.05,40.1999522,-8.5031422
518,Joel,Darter,jdartered@g.co,138.180.107.78,diners-club-us-ca,2020-09-29,505683412-2,65.79,50.350705,31.3188908
519,Skell,Tithecott,stithecottee@devhub.com,27.107.85.226,jcb,2020-02-01,261265412-7,6.29,13.490046,120.960159
520,Letizia,Hefferan,lhefferanef@cnbc.com,154.55.143.105,jcb,2020-01-10,945315039-8,18.68,18.8478608,-99.1843676
521,Wilek,Mafham,wmafhameg@imdb.com,22.149.237.53,americanexpress,2020-10-25,453392798-X,23.88,40.2715286,44.633383
522,Albina,Colloby,acollobyeh@ask.com,2.207.30.10,china-unionpay,2020-10-14,685405411-7,99.05,9.0483173,-73.8889499
523,Vinni,Braunlein,vbraunleinei@nih.gov,234.41.21.173,jcb,2020-09-06,649084319-6,75.89,59.924661,30.3865325
524,Ignace,Kedie,ikedieej@is.gd,67.81.88.106,jcb,2020-02-15,039479103-7,35.37,45.8046263,15.8749256
525,Mahalia,Nutty,mnuttyek@unesco.org,134.129.107.140,jcb,2020-11-03,880939525-5,73.85,-2.937572,115.143997
526,Robinetta,Leyes,rleyesel@reuters.com,63.228.210.92,diners-club-carte-blanche,2020-01-01,687823914-1,7.95,-34.0349557,151.0998291
527,Timmi,Drewett,tdrewettem@intel.com,176.249.139.225,solo,2020-10-21,396581388-9,61.46,48.7277622,100.7724281
528,Dennison,Squeers,dsqueersen@apple.com,246.230.48.51,jcb,2020-07-21,290012383-6,15.35,-24.2670414,-52.7241914
529,Gloriane,Kelston,gkelstoneo@friendfeed.com,106.84.4.40,bankcard,2020-09-17,421415328-6,77.34,-6.7418731,107.9176312
530,Cheryl,Guilloneau,cguilloneauep@independent.co.uk,53.184.174.13,jcb,2020-02-19,477081772-X,18.85,14.26297,121.1281849
531,Rozanne,Proffer,rproffereq@printfriendly.com,249.202.242.15,bankcard,2020-06-02,584164009-7,20.90,-13.08271,-62.27726
532,Berty,Mabone,bmaboneer@themeforest.net,2.105.214.124,jcb,2020-07-31,497416341-8,88.83,6.0849674,11.4878714
533,Waldemar,Padell,wpadelles@nydailynews.com,42.75.158.184,jcb,2020-06-14,778815800-3,9.61,62.0299471,129.7171247
534,Ronni,Hayth,rhaythet@altervista.org,76.114.175.169,jcb,2020-07-31,468541698-8,16.93,19.8488549,-71.6514216
535,Kleon,Gaffey,kgaffeyeu@live.com,209.243.190.11,china-unionpay,2020-05-29,327768815-1,40.66,8.5273038,-82.7994194
536,Lenard,Itshak,litshakev@ucla.edu,74.242.38.100,jcb,2020-12-15,114628847-6,24.66,-8.6766175,122.1291843
537,Myca,Ferrero,mferreroew@psu.edu,92.188.23.237,switch,2020-06-29,752725360-6,9.28,43.4945737,5.8978018
538,Meggy,Ahearne,mahearneex@printfriendly.com,176.73.80.31,jcb,2020-10-03,745242920-6,6.20,45.35008,-72.51582
539,Gradey,Zelake,gzelakeey@spotify.com,8.163.246.183,mastercard,2020-02-14,516664610-X,49.92,31.723247,119.597896
540,Ginelle,Cornuau,gcornuauez@miitbeian.gov.cn,78.128.227.206,jcb,2020-01-24,890034095-6,79.87,-32.78333,-71.21667
541,Devlin,Spaduzza,dspaduzzaf0@studiopress.com,239.138.107.211,bankcard,2020-04-04,730255289-4,83.58,14.8835125,120.7906666
542,Garreth,Rouse,grousef1@123-reg.co.uk,180.240.51.225,mastercard,2020-08-05,067336039-3,70.40,41.631154,42.3915567
543,Tommi,Stracey,tstraceyf2@zimbio.com,235.136.225.186,americanexpress,2020-07-26,562295514-9,53.36,15.3228767,38.9250517
544,Lezlie,Vaneschi,lvaneschif3@nasa.gov,138.20.103.229,jcb,2020-06-03,429929191-3,74.63,56.4482379,21.5989599
545,Hurleigh,Hedingham,hhedinghamf4@aboutads.info,67.31.208.235,jcb,2020-07-29,096604419-3,25.89,40.5317434,44.7159759
546,Eachelle,Lunam,elunamf5@forbes.com,233.106.177.194,diners-club-carte-blanche,2020-05-13,075397748-6,91.90,7.1089121,125.6925429
547,Gordy,Gouly,ggoulyf6@techcrunch.com,161.36.240.150,maestro,2020-06-29,900354861-7,89.64,-8.772507,31.1166193
548,Billy,Fitchell,bfitchellf7@opera.com,143.205.58.21,china-unionpay,2020-07-13,144478256-8,69.95,-8.77212,116.87932
549,Port,Monks,pmonksf8@hugedomains.com,181.78.254.172,jcb,2020-01-03,584675054-0,48.59,-6.96661,111.7018452
550,Angelia,Otson,aotsonf9@webmd.com,3.132.22.122,maestro,2020-12-15,505397381-4,40.56,47.98257,89.84173
551,Devinne,Capp,dcappfa@theguardian.com,241.169.54.253,china-unionpay,2020-05-25,192326438-9,28.84,28.391349,115.299029
552,Gunter,Pigny,gpignyfb@multiply.com,54.169.51.28,switch,2020-05-05,674487419-5,39.93,53.5733796,18.0101779
553,Devonna,Jepensen,djepensenfc@desdev.cn,143.174.18.124,jcb,2020-01-27,637208661-1,78.82,9.6470386,125.602355
554,Keefer,Gilfether,kgilfetherfd@nydailynews.com,70.194.94.83,diners-club-enroute,2020-12-26,576673457-3,33.86,-8.5873,122.5971
555,Wheeler,Briggdale,wbriggdalefe@mozilla.com,165.242.252.247,switch,2020-07-14,938567914-7,49.68,-8.557437,114.0369075
556,Ode,Ickovic,oickovicff@oracle.com,165.7.142.154,laser,2020-09-29,138943461-3,79.45,36.8903434,38.3500108
557,Buck,Lempertz,blempertzfg@ezinearticles.com,249.206.70.107,jcb,2020-05-29,591006608-0,75.87,42.9115599,-85.6264635
558,Paula,Pepineaux,ppepineauxfh@admin.ch,176.168.100.225,diners-club-carte-blanche,2020-03-13,417961154-6,43.54,60.6815788,17.1350993
559,Beaufort,Matas,bmatasfi@blog.com,123.38.239.44,jcb,2020-05-29,104904891-1,19.77,39.41691,69.28677
560,Rafaellle,Annice,rannicefj@mozilla.com,141.125.173.1,mastercard,2020-12-12,262854619-1,46.00,49.8127669,84.312982
561,Bryan,Brookhouse,bbrookhousefk@liveinternet.ru,161.199.222.68,laser,2020-07-01,576765589-8,62.28,9.258006,123.281809
562,Karoly,Breissan,kbreissanfl@apple.com,113.128.242.73,diners-club-enroute,2020-11-29,556833489-7,25.51,52.56166,17.82264
563,Tove,Penn,tpennfm@cpanel.net,162.134.119.150,jcb,2020-01-19,741662271-9,13.71,37.8412319,140.5135888
564,Elspeth,Jessel,ejesselfn@histats.com,218.196.28.22,diners-club-enroute,2020-01-07,816479387-6,59.07,36.8854128,-76.2652909
565,Udall,Kenealy,ukenealyfo@state.gov,73.107.15.242,jcb,2020-08-21,597888157-X,8.94,-7.2936876,112.2771485
566,Leonora,Ashburne,lashburnefp@icio.us,29.55.217.182,diners-club-carte-blanche,2020-02-25,347066386-6,72.00,13.8206796,120.9814426
567,Cassandra,Dumbrall,cdumbrallfq@addthis.com,240.162.95.68,visa-electron,2020-12-11,747975129-X,19.87,-6.9136675,107.6200524
568,Merry,Navarijo,mnavarijofr@rambler.ru,61.136.192.130,maestro,2020-07-12,526263026-X,77.65,14.7690395,121.0137786
569,Tootsie,Fallis,tfallisfs@prlog.org,52.69.143.198,jcb,2020-07-02,337868189-6,26.73,42.6869167,21.0670387
570,Kelby,Normanvill,knormanvillft@gov.uk,243.23.67.1,jcb,2020-11-09,876464709-9,85.47,13.0034658,8.9079782
571,Patti,Brambill,pbrambillfu@census.gov,158.126.7.167,jcb,2020-07-10,763364508-3,80.49,44.4846365,21.6706559
572,Dyane,Hobbert,dhobbertfv@answers.com,241.21.60.213,visa-electron,2020-09-12,586907846-6,82.06,49.039076,2.074954
573,Rowe,Pettingall,rpettingallfw@irs.gov,60.180.139.190,china-unionpay,2020-04-04,879501248-6,5.13,24.562945,118.26435
574,Abe,Glowacha,aglowachafx@canalblog.com,249.145.9.100,jcb,2020-12-11,363953276-7,87.37,-12.9316863,34.2810541
575,Cesaro,Nyssen,cnyssenfy@devhub.com,96.167.114.217,diners-club-enroute,2020-05-30,929983894-1,69.85,22.613406,113.190869
576,Tomasine,Flips,tflipsfz@artisteer.com,206.63.109.86,mastercard,2020-10-31,774089043-X,9.26,-7.35,-79.033333
577,Jacqui,Jollye,jjollyeg0@mtv.com,225.129.12.206,jcb,2020-11-23,570306057-5,61.18,49.2063442,15.5089055
578,Cherie,Kliemchen,ckliemcheng1@vimeo.com,103.59.121.70,instapayment,2020-06-07,240421269-9,48.38,60.6847164,25.8332761
579,Noel,Westbrook,nwestbrookg2@tinypic.com,154.154.196.171,diners-club-carte-blanche,2020-05-20,067769964-6,75.51,34.1009765,114.2138957
580,Davide,Eadmead,deadmeadg3@aboutads.info,141.236.14.93,bankcard,2020-04-21,123308640-5,66.67,30.2182236,31.3579913
581,Milt,Sancraft,msancraftg4@census.gov,115.203.214.206,jcb,2020-02-15,922218707-5,25.85,43.47139,43.84694
582,Manfred,Andrejs,mandrejsg5@mail.ru,254.127.102.211,bankcard,2020-06-26,832034799-8,62.38,52.9779583,49.4270742
583,Elise,Ungaretti,eungarettig6@wsj.com,133.210.100.114,diners-club-enroute,2020-09-29,317384655-9,47.72,55.8930684,37.585677
584,Raimondo,Harmeston,rharmestong7@theguardian.com,43.206.25.147,mastercard,2020-02-27,375455296-1,97.84,13.3252954,-1.5257042
585,Farica,Gabler,fgablerg8@yolasite.com,48.137.168.183,americanexpress,2020-04-02,407776582-X,76.21,36.1678611,-115.0406679
586,Lonny,Keggin,lkegging9@ameblo.jp,85.12.96.143,bankcard,2020-10-19,542463205-X,69.72,38.6031664,-9.0785922
587,Coleen,Fairbourn,cfairbournga@japanpost.jp,116.240.127.203,jcb,2020-07-20,215078468-8,62.09,30.274084,120.15507
588,Riannon,Gueste,rguestegb@illinois.edu,92.162.183.24,diners-club-enroute,2020-09-03,523788928-X,86.10,-6.2686878,139.9469432
589,Cristi,Scholtz,cscholtzgc@linkedin.com,200.44.234.218,mastercard,2020-09-19,195721916-5,13.07,2.582523,-75.4498009
590,Bernardo,Rickertsen,brickertsengd@mtv.com,119.220.87.71,visa-electron,2020-06-08,055394860-1,8.84,15.1385669,-23.2066909
591,Hanny,Rakes,hrakesge@uol.com.br,61.131.154.212,visa-electron,2020-02-11,630136638-7,79.25,32.655325,103.604698
592,Lia,Alleyne,lalleynegf@pen.io,89.13.131.249,jcb,2020-12-03,031085631-0,34.96,51.3879616,34.9737843
593,Corabelle,Sherrington,csherringtongg@vimeo.com,238.254.137.96,laser,2020-10-13,525090451-3,18.63,-8.5056516,117.5319733
594,Freddie,Attenbrough,fattenbroughgh@topsy.com,128.27.4.203,diners-club-international,2020-10-27,638129611-9,94.95,10.3242857,7.6832998
595,Fairleigh,Cattle,fcattlegi@google.de,188.130.138.115,jcb,2020-06-16,219291886-0,71.80,40.1860023,116.2144241
596,Trumann,Gatus,tgatusgj@zimbio.com,254.4.118.132,jcb,2020-08-18,737050491-3,45.48,38.2473,-85.68525
597,Nixie,Georgeau,ngeorgeaugk@domainmarket.com,5.39.232.95,laser,2020-11-06,809357733-5,32.31,41.824796,123.44197
598,Gonzalo,Kohneke,gkohnekegl@livejournal.com,82.232.104.52,instapayment,2020-01-25,876754340-5,8.77,49.7624347,19.0904515
599,Tod,Questier,tquestiergm@php.net,230.186.64.195,americanexpress,2020-01-21,082443008-5,82.55,7.1796355,-2.1008486
600,Windy,Caspell,wcaspellgn@cargocollective.com,97.100.102.242,diners-club-carte-blanche,2020-09-24,189748725-8,99.32,-29.0303854,-51.2003761
601,Teri,Berrick,tberrickgo@webs.com,33.190.158.58,jcb,2020-03-09,572637858-X,60.82,32.47304,35.0936
602,Wheeler,O'Gormally,wogormallygp@engadget.com,131.159.208.148,diners-club-us-ca,2020-06-17,803505153-9,41.30,12.8775114,10.4565159
603,Si,Staterfield,sstaterfieldgq@cargocollective.com,13.79.119.250,jcb,2020-02-15,582443383-6,88.37,10.5306091,121.9482983
604,Leesa,Hubatsch,lhubatschgr@t.co,164.19.87.84,americanexpress,2020-10-10,368138525-4,32.54,49.199757,17.4903796
605,Judith,Cluff,jcluffgs@google.it,124.27.48.122,jcb,2020-03-22,306588208-6,65.17,-7.332353,107.4499404
606,Cassaundra,Stoller,cstollergt@blogtalkradio.com,155.125.175.86,jcb,2020-08-08,621313606-1,62.84,-2.9252,119.9413
607,Giraldo,Acland,gaclandgu@slashdot.org,208.26.76.72,jcb,2020-12-13,588639995-X,36.68,45.40015,-64.33205
608,Lynn,Garm,lgarmgv@mapy.cz,64.62.152.10,jcb,2020-12-30,953129303-1,90.35,54.80342,18.37338
609,Zarah,Pikhno,zpikhnogw@eepurl.com,61.31.189.30,mastercard,2020-09-03,514802393-7,96.91,-6.3660452,107.4144526
610,Marsh,Brands,mbrandsgx@360.cn,223.144.92.165,diners-club-carte-blanche,2020-02-13,249560466-8,79.41,39.6720868,-84.0960056
611,Gilligan,Shottin,gshottingy@slate.com,63.12.178.71,jcb,2020-10-08,561835142-0,68.20,42.021602,121.670273
612,Zacharia,Tuite,ztuitegz@1und1.de,152.111.139.127,jcb,2020-12-06,310735512-7,68.05,23.119172,113.202334
613,Palm,Fulop,pfuloph0@businesswire.com,112.83.83.93,mastercard,2020-07-19,930615657-X,63.83,39.330439,117.575301
614,Gonzales,Phethean,gphetheanh1@arizona.edu,216.192.72.38,bankcard,2020-09-16,081394977-7,98.88,-13.5321991,-73.6760258
615,Lauren,Menico,lmenicoh2@altervista.org,105.124.104.105,diners-club-enroute,2020-01-25,855006335-5,83.80,38.6841753,-8.9548647
